"match_id","match_timestamp","winning_team","losing_team","winning_team_score","losing_team_score","map","region","event","league"
440,"2024-04-13 04:10:00","T1","DRX",13,9,"Breeze","Pacific","Pacific Stage 1","VCT"
441,"2024-04-13 04:10:00","DRX","T1",13,5,"Split","Pacific","Pacific Stage 1","VCT"
442,"2024-04-13 04:10:00","DRX","T1",13,6,"Bind","Pacific","Pacific Stage 1","VCT"
443,"2024-04-14 01:00:00","TS","ZETA",13,8,"Icebox","Pacific","Pacific Stage 1","VCT"
444,"2024-04-14 01:00:00","ZETA","TS",13,6,"Lotus","Pacific","Pacific Stage 1","VCT"
445,"2024-04-14 01:00:00","TS","ZETA",13,7,"Sunset","Pacific","Pacific Stage 1","VCT"
446,"2024-04-14 04:00:00","RRQ","BLD",13,2,"Lotus","Pacific","Pacific Stage 1","VCT"
447,"2024-04-14 04:00:00","RRQ","BLD",13,5,"Icebox","Pacific","Pacific Stage 1","VCT"
448,"2024-04-15 01:00:00","GENG","DFM",13,8,"Split","Pacific","Pacific Stage 1","VCT"
449,"2024-04-15 01:00:00","GENG","DFM",13,7,"Lotus","Pacific","Pacific Stage 1","VCT"
450,"2024-04-15 03:10:00","GE","TLN",13,4,"Icebox","Pacific","Pacific Stage 1","VCT"
451,"2024-04-15 03:10:00","TLN","GE",14,12,"Breeze","Pacific","Pacific Stage 1","VCT"
452,"2024-04-15 03:10:00","TLN","GE",13,6,"Lotus","Pacific","Pacific Stage 1","VCT"
453,"2024-04-16 01:00:00","T1","RRQ",13,6,"Ascent","Pacific","Pacific Stage 1","VCT"
454,"2024-04-16 01:00:00","T1","RRQ",13,8,"Lotus","Pacific","Pacific Stage 1","VCT"
455,"2024-04-16 03:00:00","ZETA","BLD",13,9,"Sunset","Pacific","Pacific Stage 1","VCT"
456,"2024-04-16 03:00:00","BLD","ZETA",13,9,"Ascent","Pacific","Pacific Stage 1","VCT"
457,"2024-04-16 03:00:00","ZETA","BLD",13,8,"Lotus","Pacific","Pacific Stage 1","VCT"
458,"2024-04-20 01:00:00","DRX","GENG",13,10,"Bind","Pacific","Pacific Stage 1","VCT"
459,"2024-04-20 01:00:00","GENG","DRX",13,9,"Ascent","Pacific","Pacific Stage 1","VCT"
460,"2024-04-20 01:00:00","DRX","GENG",13,7,"Split","Pacific","Pacific Stage 1","VCT"
461,"2024-04-20 04:15:00","DFM","BLD",13,9,"Lotus","Pacific","Pacific Stage 1","VCT"
462,"2024-04-20 04:15:00","BLD","DFM",13,7,"Split","Pacific","Pacific Stage 1","VCT"
463,"2024-04-20 04:15:00","BLD","DFM",13,4,"Ascent","Pacific","Pacific Stage 1","VCT"
464,"2024-04-21 01:00:00","GE","RRQ",13,10,"Lotus","Pacific","Pacific Stage 1","VCT"
465,"2024-04-21 01:00:00","GE","RRQ",13,4,"Icebox","Pacific","Pacific Stage 1","VCT"
466,"2024-04-21 04:00:00","TS","PRX",13,9,"Icebox","Pacific","Pacific Stage 1","VCT"
467,"2024-04-21 04:00:00","TS","PRX",13,9,"Sunset","Pacific","Pacific Stage 1","VCT"
468,"2024-04-22 01:00:00","TLN","T1",13,11,"Lotus","Pacific","Pacific Stage 1","VCT"
469,"2024-04-22 01:00:00","TLN","T1",13,10,"Bind","Pacific","Pacific Stage 1","VCT"
470,"2024-04-22 03:15:00","GENG","ZETA",13,8,"Split","Pacific","Pacific Stage 1","VCT"
471,"2024-04-22 03:15:00","GENG","ZETA",14,12,"Ascent","Pacific","Pacific Stage 1","VCT"
472,"2024-04-23 01:00:00","TS","DFM",13,4,"Lotus","Pacific","Pacific Stage 1","VCT"
473,"2024-04-23 01:00:00","DFM","TS",13,9,"Breeze","Pacific","Pacific Stage 1","VCT"
474,"2024-04-23 01:00:00","TS","DFM",13,2,"Sunset","Pacific","Pacific Stage 1","VCT"
475,"2024-04-23 03:50:00","PRX","GE",13,4,"Sunset","Pacific","Pacific Stage 1","VCT"
476,"2024-04-23 03:50:00","PRX","GE",13,7,"Icebox","Pacific","Pacific Stage 1","VCT"
477,"2024-04-27 01:00:00","PRX","BLD",13,5,"Ascent","Pacific","Pacific Stage 1","VCT"
478,"2024-04-27 01:00:00","PRX","BLD",13,6,"Bind","Pacific","Pacific Stage 1","VCT"
479,"2024-04-27 03:00:00","DFM","GE",13,10,"Split","Pacific","Pacific Stage 1","VCT"
480,"2024-04-27 03:00:00","GE","DFM",13,5,"Lotus","Pacific","Pacific Stage 1","VCT"
481,"2024-04-27 03:00:00","GE","DFM",13,11,"Ascent","Pacific","Pacific Stage 1","VCT"
482,"2024-04-28 01:00:00","ZETA","T1",13,11,"Bind","Pacific","Pacific Stage 1","VCT"
483,"2024-04-28 01:00:00","T1","ZETA",13,9,"Lotus","Pacific","Pacific Stage 1","VCT"
484,"2024-04-28 01:00:00","T1","ZETA",13,10,"Sunset","Pacific","Pacific Stage 1","VCT"
485,"2024-04-28 04:10:00","TS","TLN",13,11,"Sunset","Pacific","Pacific Stage 1","VCT"
486,"2024-04-28 04:10:00","TLN","TS",13,11,"Lotus","Pacific","Pacific Stage 1","VCT"
487,"2024-04-28 04:10:00","TLN","TS",13,10,"Breeze","Pacific","Pacific Stage 1","VCT"
488,"2024-04-29 01:00:00","DRX","BLD",13,9,"Bind","Pacific","Pacific Stage 1","VCT"
489,"2024-04-29 01:00:00","DRX","BLD",13,4,"Breeze","Pacific","Pacific Stage 1","VCT"
490,"2024-04-29 03:05:00","GENG","RRQ",13,3,"Breeze","Pacific","Pacific Stage 1","VCT"
491,"2024-04-29 03:05:00","RRQ","GENG",13,11,"Ascent","Pacific","Pacific Stage 1","VCT"
492,"2024-04-29 03:05:00","RRQ","GENG",13,10,"Split","Pacific","Pacific Stage 1","VCT"
493,"2024-05-03 01:00:00","T1","TS",13,7,"Lotus","Pacific","Pacific Stage 1","VCT"
494,"2024-05-03 01:00:00","T1","TS",13,11,"Sunset","Pacific","Pacific Stage 1","VCT"
495,"2024-05-03 03:10:00","PRX","TLN",13,0,"Lotus","Pacific","Pacific Stage 1","VCT"
496,"2024-05-03 03:10:00","TLN","PRX",13,7,"Bind","Pacific","Pacific Stage 1","VCT"
497,"2024-05-03 03:10:00","PRX","TLN",13,9,"Sunset","Pacific","Pacific Stage 1","VCT"
498,"2024-05-04 01:00:00","T1","GENG",13,9,"Ascent","Pacific","Pacific Stage 1","VCT"
499,"2024-05-04 01:00:00","GENG","T1",13,8,"Sunset","Pacific","Pacific Stage 1","VCT"
500,"2024-05-04 01:00:00","T1","GENG",13,7,"Breeze","Pacific","Pacific Stage 1","VCT"
501,"2024-05-04 04:10:00","PRX","DRX",13,6,"Lotus","Pacific","Pacific Stage 1","VCT"
502,"2024-05-04 04:10:00","DRX","PRX",13,10,"Ascent","Pacific","Pacific Stage 1","VCT"
503,"2024-05-04 04:10:00","PRX","DRX",13,6,"Bind","Pacific","Pacific Stage 1","VCT"
504,"2024-05-05 01:00:00","PRX","T1",13,3,"Lotus","Pacific","Pacific Stage 1","VCT"
505,"2024-05-05 01:00:00","PRX","T1",13,5,"Sunset","Pacific","Pacific Stage 1","VCT"
506,"2024-05-05 03:00:00","DRX","GENG",13,8,"Bind","Pacific","Pacific Stage 1","VCT"
507,"2024-05-05 03:00:00","GENG","DRX",13,11,"Sunset","Pacific","Pacific Stage 1","VCT"
508,"2024-05-05 03:00:00","GENG","DRX",13,8,"Ascent","Pacific","Pacific Stage 1","VCT"
509,"2024-05-11 01:00:00","GENG","T1",13,2,"Lotus","Pacific","Pacific Stage 1","VCT"
510,"2024-05-11 01:00:00","GENG","T1",13,11,"Icebox","Pacific","Pacific Stage 1","VCT"
511,"2024-05-11 01:00:00","GENG","T1",13,9,"Bind","Pacific","Pacific Stage 1","VCT"
512,"2024-05-12 01:00:00","GENG","PRX",13,9,"Lotus","Pacific","Pacific Stage 1","VCT"
513,"2024-05-12 01:00:00","PRX","GENG",13,9,"Sunset","Pacific","Pacific Stage 1","VCT"
514,"2024-05-12 01:00:00","PRX","GENG",13,11,"Icebox","Pacific","Pacific Stage 1","VCT"
515,"2024-05-12 01:00:00","GENG","PRX",13,9,"Bind","Pacific","Pacific Stage 1","VCT"
516,"2024-05-12 01:00:00","PRX","GENG",13,8,"Split","Pacific","Pacific Stage 1","VCT"
517,"2024-04-05 02:00:00","TYL","BILI",13,3,"Bind","China","China Stage 1","VCT"
518,"2024-04-05 02:00:00","BILI","TYL",13,6,"Icebox","China","China Stage 1","VCT"
519,"2024-04-05 02:00:00","BILI","TYL",13,6,"Lotus","China","China Stage 1","VCT"
520,"2024-04-05 05:10:00","WOL","TEC",13,5,"Split","China","China Stage 1","VCT"
521,"2024-04-05 05:10:00","TEC","WOL",14,12,"Bind","China","China Stage 1","VCT"
522,"2024-04-05 05:10:00","TEC","WOL",13,10,"Lotus","China","China Stage 1","VCT"
523,"2024-04-06 02:00:00","DRG","AG",13,11,"Icebox","China","China Stage 1","VCT"
524,"2024-04-06 02:00:00","AG","DRG",13,11,"Sunset","China","China Stage 1","VCT"
525,"2024-04-06 02:00:00","AG","DRG",13,8,"Breeze","China","China Stage 1","VCT"
526,"2024-04-06 05:45:00","EDG","JDG",13,5,"Ascent","China","China Stage 1","VCT"
527,"2024-04-06 05:45:00","JDG","EDG",13,9,"Bind","China","China Stage 1","VCT"
528,"2024-04-06 05:45:00","EDG","JDG",13,11,"Split","China","China Stage 1","VCT"
529,"2024-04-07 02:00:00","TRC","NOVA",13,5,"Lotus","China","China Stage 1","VCT"
530,"2024-04-07 02:00:00","TRC","NOVA",13,9,"Ascent","China","China Stage 1","VCT"
531,"2024-04-07 04:15:00","FPX","WOL",13,8,"Ascent","China","China Stage 1","VCT"
532,"2024-04-07 04:15:00","FPX","WOL",13,7,"Lotus","China","China Stage 1","VCT"
533,"2024-04-12 02:00:00","JDG","NOVA",13,8,"Sunset","China","China Stage 1","VCT"
534,"2024-04-12 02:00:00","NOVA","JDG",13,9,"Bind","China","China Stage 1","VCT"
535,"2024-04-12 02:00:00","NOVA","JDG",13,4,"Ascent","China","China Stage 1","VCT"
536,"2024-04-12 05:15:00","FPX","DRG",13,11,"Breeze","China","China Stage 1","VCT"
537,"2024-04-12 05:15:00","DRG","FPX",13,9,"Icebox","China","China Stage 1","VCT"
538,"2024-04-12 05:15:00","FPX","DRG",13,3,"Sunset","China","China Stage 1","VCT"
539,"2024-04-13 02:00:00","WOL","AG",13,9,"Breeze","China","China Stage 1","VCT"
540,"2024-04-13 02:00:00","WOL","AG",14,12,"Icebox","China","China Stage 1","VCT"
541,"2024-04-13 04:45:00","BILI","TRC",13,11,"Split","China","China Stage 1","VCT"
542,"2024-04-13 04:45:00","TRC","BILI",13,7,"Breeze","China","China Stage 1","VCT"
543,"2024-04-13 04:45:00","TRC","BILI",13,7,"Bind","China","China Stage 1","VCT"
544,"2024-04-14 02:00:00","TEC","DRG",13,4,"Breeze","China","China Stage 1","VCT"
545,"2024-04-14 02:00:00","DRG","TEC",13,7,"Split","China","China Stage 1","VCT"
546,"2024-04-14 02:00:00","DRG","TEC",13,5,"Icebox","China","China Stage 1","VCT"
547,"2024-04-14 04:50:00","EDG","TYL",13,5,"Sunset","China","China Stage 1","VCT"
548,"2024-04-14 04:50:00","EDG","TYL",13,10,"Bind","China","China Stage 1","VCT"
549,"2024-04-19 02:00:00","TRC","WOL",13,9,"Ascent","China","China Stage 1","VCT"
550,"2024-04-19 02:00:00","TRC","WOL",13,9,"Lotus","China","China Stage 1","VCT"
551,"2024-04-19 04:25:00","FPX","NOVA",13,6,"Ascent","China","China Stage 1","VCT"
552,"2024-04-19 04:25:00","FPX","NOVA",13,4,"Lotus","China","China Stage 1","VCT"
553,"2024-04-20 02:00:00","AG","BILI",13,11,"Lotus","China","China Stage 1","VCT"
554,"2024-04-20 02:00:00","AG","BILI",13,7,"Bind","China","China Stage 1","VCT"
555,"2024-04-20 04:40:00","DRG","JDG",13,7,"Breeze","China","China Stage 1","VCT"
556,"2024-04-20 04:40:00","JDG","DRG",13,5,"Icebox","China","China Stage 1","VCT"
557,"2024-04-20 04:40:00","DRG","JDG",14,12,"Bind","China","China Stage 1","VCT"
558,"2024-04-21 02:00:00","NOVA","TYL",13,10,"Icebox","China","China Stage 1","VCT"
559,"2024-04-21 02:00:00","TYL","NOVA",14,12,"Ascent","China","China Stage 1","VCT"
560,"2024-04-21 02:00:00","TYL","NOVA",13,9,"Split","China","China Stage 1","VCT"
561,"2024-04-21 06:00:00","EDG","TEC",13,5,"Ascent","China","China Stage 1","VCT"
562,"2024-04-21 06:00:00","EDG","TEC",13,5,"Sunset","China","China Stage 1","VCT"
563,"2024-04-26 02:00:00","TEC","BILI",13,11,"Sunset","China","China Stage 1","VCT"
564,"2024-04-26 02:00:00","BILI","TEC",13,8,"Bind","China","China Stage 1","VCT"
565,"2024-04-26 02:00:00","TEC","BILI",13,6,"Icebox","China","China Stage 1","VCT"
566,"2024-04-26 05:05:00","DRG","TRC",13,7,"Breeze","China","China Stage 1","VCT"
567,"2024-04-26 05:05:00","DRG","TRC",13,10,"Sunset","China","China Stage 1","VCT"
568,"2024-04-27 02:00:00","WOL","TYL",13,11,"Sunset","China","China Stage 1","VCT"
569,"2024-04-27 02:00:00","TYL","WOL",13,7,"Split","China","China Stage 1","VCT"
570,"2024-04-27 02:00:00","WOL","TYL",13,10,"Ascent","China","China Stage 1","VCT"
571,"2024-04-27 05:30:00","EDG","FPX",13,4,"Breeze","China","China Stage 1","VCT"
572,"2024-04-27 05:30:00","FPX","EDG",13,11,"Bind","China","China Stage 1","VCT"
573,"2024-04-27 05:30:00","FPX","EDG",13,4,"Ascent","China","China Stage 1","VCT"
574,"2024-04-28 02:00:00","AG","NOVA",16,14,"Lotus","China","China Stage 1","VCT"
575,"2024-04-28 02:00:00","NOVA","AG",13,10,"Bind","China","China Stage 1","VCT"
576,"2024-04-28 02:00:00","AG","NOVA",13,7,"Split","China","China Stage 1","VCT"
577,"2024-04-28 05:40:00","BILI","JDG",13,8,"Icebox","China","China Stage 1","VCT"
578,"2024-04-28 05:40:00","BILI","JDG",13,10,"Lotus","China","China Stage 1","VCT"
579,"2024-05-02 02:00:00","EDG","AG",13,6,"Sunset","China","China Stage 1","VCT"
580,"2024-05-02 02:00:00","EDG","AG",13,5,"Icebox","China","China Stage 1","VCT"
581,"2024-05-03 04:00:00","JDG","WOL",13,8,"Lotus","China","China Stage 1","VCT"
582,"2024-05-03 04:00:00","JDG","WOL",13,1,"Ascent","China","China Stage 1","VCT"
583,"2024-05-04 02:00:00","TYL","DRG",13,10,"Bind","China","China Stage 1","VCT"
584,"2024-05-04 02:00:00","TYL","DRG",13,8,"Breeze","China","China Stage 1","VCT"
585,"2024-05-04 04:30:00","FPX","BILI",13,2,"Icebox","China","China Stage 1","VCT"
586,"2024-05-04 04:30:00","FPX","BILI",13,6,"Lotus","China","China Stage 1","VCT"
587,"2024-05-05 02:00:00","NOVA","TEC",13,6,"Split","China","China Stage 1","VCT"
588,"2024-05-05 02:00:00","NOVA","TEC",13,6,"Lotus","China","China Stage 1","VCT"
589,"2024-05-05 04:05:00","EDG","TRC",15,13,"Sunset","China","China Stage 1","VCT"
590,"2024-05-05 04:05:00","EDG","TRC",14,12,"Breeze","China","China Stage 1","VCT"
591,"2024-05-08 02:00:00","TRC","AG",13,9,"Sunset","China","China Stage 1","VCT"
592,"2024-05-08 02:00:00","TRC","AG",13,7,"Breeze","China","China Stage 1","VCT"
593,"2024-05-08 04:15:00","DRG","NOVA",13,8,"Bind","China","China Stage 1","VCT"
594,"2024-05-08 04:15:00","DRG","NOVA",13,7,"Ascent","China","China Stage 1","VCT"
595,"2024-05-09 02:00:00","FPX","TRC",13,10,"Bind","China","China Stage 1","VCT"
596,"2024-05-09 02:00:00","FPX","TRC",13,8,"Lotus","China","China Stage 1","VCT"
597,"2024-05-09 04:30:00","EDG","DRG",13,3,"Ascent","China","China Stage 1","VCT"
598,"2024-05-09 04:30:00","EDG","DRG",13,9,"Split","China","China Stage 1","VCT"
599,"2024-05-10 02:00:00","FPX","EDG",13,10,"Icebox","China","China Stage 1","VCT"
600,"2024-05-10 02:00:00","FPX","EDG",14,12,"Breeze","China","China Stage 1","VCT"
601,"2024-05-10 04:45:00","TRC","DRG",13,6,"Sunset","China","China Stage 1","VCT"
602,"2024-05-10 04:45:00","DRG","TRC",13,8,"Split","China","China Stage 1","VCT"
603,"2024-05-10 04:45:00","DRG","TRC",13,7,"Bind","China","China Stage 1","VCT"
604,"2024-05-11 02:00:00","EDG","DRG",13,10,"Breeze","China","China Stage 1","VCT"
605,"2024-05-11 02:00:00","EDG","DRG",13,3,"Split","China","China Stage 1","VCT"
606,"2024-05-11 02:00:00","DRG","EDG",13,2,"Ascent","China","China Stage 1","VCT"
607,"2024-05-11 02:00:00","EDG","DRG",13,6,"Bind","China","China Stage 1","VCT"
608,"2024-05-12 02:00:00","FPX","EDG",13,6,"Lotus","China","China Stage 1","VCT"
609,"2024-05-12 02:00:00","EDG","FPX",13,9,"Bind","China","China Stage 1","VCT"
610,"2024-05-12 02:00:00","EDG","FPX",14,12,"Icebox","China","China Stage 1","VCT"
611,"2024-05-12 02:00:00","EDG","FPX",13,8,"Breeze","China","China Stage 1","VCT"
612,"2024-04-20 16:30:00","C9","LOUD",13,9,"Lotus","Americas","Americas Stage 1","VCT"
613,"2024-05-23 01:00:00","G2","T1",13,8,"Breeze","International","Master Shanghai","VCT"
614,"2024-05-23 01:00:00","T1","G2",13,1,"Icebox","International","Master Shanghai","VCT"
615,"2024-05-23 01:00:00","G2","T1",14,12,"Lotus","International","Master Shanghai","VCT"
616,"2024-05-23 04:10:00","FPX","FUT",13,7,"Sunset","International","Master Shanghai","VCT"
617,"2024-05-23 04:10:00","FUT","FPX",14,12,"Lotus","International","Master Shanghai","VCT"
618,"2024-05-23 04:10:00","FPX","FUT",13,10,"Icebox","International","Master Shanghai","VCT"
619,"2024-05-24 01:00:00","LEV","GENG",13,7,"Icebox","International","Masters Shanghai","VCT"
620,"2024-05-24 01:00:00","GENG","LEV",13,5,"Lotus","International","Masters Shanghai","VCT"
621,"2024-05-24 01:00:00","GENG","LEV",13,7,"Breeze","International","Masters Shanghai","VCT"
622,"2024-05-24 04:00:00","TH","DRG",13,5,"Icebox","International","Masters Shanghai","VCT"
623,"2024-05-24 04:00:00","TH","DRG",13,5,"Sunset","International","Masters Shanghai","VCT"
624,"2024-05-25 01:00:00","FPX","GENG",16,14,"Lotus","International","Masters Shanghai","VCT"
625,"2024-05-25 01:00:00","GENG","FPX",13,7,"Sunset","International","Masters Shanghai","VCT"
626,"2024-05-25 01:00:00","GENG","FPX",13,11,"Ascent","International","Masters Shanghai","VCT"
627,"2024-05-25 04:40:00","TH","G2",13,9,"Lotus","International","Masters Shanghai","VCT"
628,"2024-05-25 04:40:00","G2","TH",13,6,"Bind","International","Masters Shanghai","VCT"
629,"2024-05-25 04:40:00","G2","TH",13,8,"Split","International","Masters Shanghai","VCT"
630,"2024-05-26 01:00:00","LEV","T1",13,9,"Breeze","International","Masters Shanghai","VCT"
631,"2024-05-26 01:00:00","LEV","T1",13,7,"Sunset","International","Masters Shanghai","VCT"
632,"2024-05-26 03:10:00","FUT","DRG",13,10,"Bind","International","Masters Shanghai","VCT"
633,"2024-05-26 03:10:00","FUT","DRG",14,12,"Ascent","International","Masters Shanghai","VCT"
634,"2024-05-27 01:00:00","TH","FPX",13,4,"Sunset","International","Masters Shanghai","VCT"
635,"2024-05-27 01:00:00","FPX","TH",13,6,"Lotus","International","Masters Shanghai","VCT"
636,"2024-05-27 01:00:00","TH","FPX",17,15,"Icebox","International","Masters Shanghai","VCT"
637,"2024-05-27 04:35:00","FUT","LEV",13,1,"Sunset","International","Masters Shanghai","VCT"
638,"2024-05-27 04:35:00","LEV","FUT",13,11,"Lotus","International","Masters Shanghai","VCT"
639,"2024-05-27 04:35:00","FUT","LEV",13,11,"Bind","International","Masters Shanghai","VCT"
640,"2024-05-30 01:00:00","100T","FUT",13,2,"Icebox","International","Masters Shanghai","VCT"
641,"2024-05-30 01:00:00","100T","FUT",13,5,"Bind","International","Masters Shanghai","VCT"
642,"2024-05-30 02:50:00","FNC","GENG",13,10,"Lotus","International","Masters Shanghai","VCT"
643,"2024-05-30 02:50:00","GENG","FNC",13,10,"Bind","International","Masters Shanghai","VCT"
644,"2024-05-30 02:50:00","GENG","FNC",13,11,"Breeze","International","Masters Shanghai","VCT"
645,"2024-05-31 01:00:00","PRX","G2",13,7,"Split","International","Masters Shanghai","VCT"
646,"2024-05-31 01:00:00","G2","PRX",13,10,"Lotus","International","Masters Shanghai","VCT"
647,"2024-05-31 01:00:00","G2","PRX",13,5,"Bind","International","Masters Shanghai","VCT"
648,"2024-05-31 04:00:00","TH","EDG",13,6,"Sunset","International","Masters Shanghai","VCT"
649,"2024-05-31 04:00:00","TH","EDG",13,3,"Split","International","Masters Shanghai","VCT"
650,"2024-06-01 01:00:00","FNC","FUT",13,5,"Split","International","Masters Shanghai","VCT"
651,"2024-06-01 01:00:00","FUT","FNC",13,8,"Lotus","International","Masters Shanghai","VCT"
652,"2024-06-01 01:00:00","FUT","FNC",13,3,"Ascent","International","Masters Shanghai","VCT"
653,"2024-06-01 04:00:00","PRX","EDG",13,11,"Bind","International","Masters Shanghai","VCT"
654,"2024-06-01 04:00:00","PRX","EDG",13,6,"Sunset","International","Masters Shanghai","VCT"
655,"2024-06-02 01:00:00","GENG","100T",13,10,"Icebox","International","Masters Shanghai","VCT"
656,"2024-06-02 01:00:00","GENG","100T",13,10,"Ascent","International","Masters Shanghai","VCT"
